Edad,Sexo,"Nombre del anuncio","Estado de la entrega","Nivel de la entrega",Alcance,Impresiones,Frecuencia,"Configuración de atribución","Tipo de resultado",Resultados,"Importe gastado (USD)","Coste por resultado",Inicio,Fin,"CTR (todos)","CPM (coste por 1000 impresiones)","CPC (Coste por clic en el enlace)","Clics en el enlace",Visualizaciones,"Coste por interacción con la publicación","Tasa de resultados","Clics (todos)","CPC (todos)","Inicio del informe","Fin del informe"
18-24,female,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,10938,17136,1.56664838,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1376,9.3,0.00675872,2025-12-19,2025-12-25,4.42343604,0.54271709,0.01195373,778,,0.01117788,8.02987862,758,0.01226913,2025-12-01,2026-01-31
18-24,female,"IPHONE NARANJA- campaña de Interacción",not_delivering,ad,13035,20280,1.55581128,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",747,9.3,0.0124498,2025-11-22,"En curso",2.72682446,0.45857988,0.11341463,82,,0.0124498,3.68343195,553,0.01681736,2025-12-01,2026-01-31
18-24,male,"Arizon.ai 06 - A Guarenas",not_delivering,ad,3396,7577,2.2311543,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",17,9.27,0.54529412,2026-01-16,2026-01-23,2.61317144,1.22343936,0.2155814,43,,0.00680117,0.2243632,198,0.04681818,2025-12-01,2026-01-31
25-34,male,"iPhone 17 Pro Max BLANCO - campaña de Interacción",not_delivering,ad,20175,32191,1.5955886,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1567,9.19,0.00586471,2026-01-04,2026-01-11,2.25218229,0.28548352,0.05105556,180,,0.00586471,4.8678202,725,0.01267586,2025-12-01,2026-01-31
35-44,female,"Publicación de Instagram: ⚠️ Precios incluyen...",not_delivering,ad,10315,13651,1.32341251,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1181,9.18,0.00777307,2025-11-29,2025-12-05,5.33294264,0.67247821,0.01235532,743,,0.01130542,8.65138085,728,0.01260989,2025-12-01,2026-01-31
18-24,male,"top obequios mas pedidos - campaña de Interacción",not_delivering,ad,6273,12873,2.05212817,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1457,9.1,0.00624571,2025-12-18,2025-12-25,11.67560009,0.70690593,0.33703704,27,,0.00624571,11.31826303,1503,0.00605456,2025-12-01,2026-01-31
55-64,male,"Redmi Note 15 Pro",not_delivering,ad,1670,3136,1.87784431,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",51,9.05,0.17745098,2026-01-24,2026-01-31,5.73979592,2.88584184,0.08619048,105,,0.00683535,1.62627551,180,0.05027778,2025-12-01,2026-01-31
25-34,female,"Infinix HOT 60 Pro+",active,ad,3105,5324,1.71465378,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",42,9.03,0.215,2026-01-27,2026-02-03,5.12772352,1.69609316,0.09815217,92,,0.00608901,0.78888054,273,0.03307692,2025-12-01,2026-01-31
35-44,male,"Compac N4020 14'' Black Friday",not_delivering,ad,9675,16952,1.7521447,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",795,9.02,0.01134591,2025-11-25,"En curso",3.66918358,0.53209061,0.07709402,117,,0.01134591,4.68971213,622,0.01450161,2025-12-01,2026-01-31
45-54,male,"Carrusel Tecno - campaña de Interacción",not_delivering,ad,21376,40769,1.90723241,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1242,8.99,0.00723833,2026-01-04,2026-01-11,2.33265471,0.22051068,0.02605797,345,,0.00723833,3.04643234,951,0.00945321,2025-12-01,2026-01-31
65+,female,"POST salcar de Interacción - Copia 2",not_delivering,ad,6520,24885,3.81671779,"7 días después del clic o 1 día después de la visualización",ThruPlay,23579,8.95,0.00037958,2025-12-18,2026-02-06,0.00401849,0.35965441,,,,0.00036747,94.75185855,1,8.95,2025-12-01,2026-01-31
18-24,male,"Publicación de Instagram: ⚠️ Precios incluyen...",not_delivering,ad,12674,17749,1.40042607,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1387,8.91,0.00642394,2025-11-29,2025-12-05,4.46785734,0.50200011,0.01097291,812,,0.0100906,7.81452476,793,0.01123581,2025-12-01,2026-01-31
25-34,male,"IPHONE NARANJA- campaña de Interacción",not_delivering,ad,14925,23285,1.560134,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",835,8.86,0.01061078,2025-11-22,"En curso",2.72707752,0.38050247,0.05716129,155,,0.01061078,3.58599957,635,0.01395276,2025-12-01,2026-01-31
35-44,male,"Publicación de Instagram: ⚠️ Precios incluyen...",not_delivering,ad,10441,14788,1.41633943,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1449,8.81,0.00608006,2025-11-29,2025-12-05,5.35569381,0.59575331,0.01097136,803,,0.01016148,9.79848526,792,0.01112374,2025-12-01,2026-01-31
35-44,female,"Carrusel Promocion Samsung",not_delivering,ad,3765,7173,1.90517928,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",32,8.68,0.27125,2026-01-15,2026-01-22,4.00111529,1.21009341,0.06625954,131,,0.00758741,0.44611738,287,0.0302439,2025-12-01,2026-01-31
18-24,male,"Carrusel Poco M8 5G",not_delivering,ad,3385,9644,2.84903988,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",15,8.66,0.57733333,2026-01-19,2026-01-26,2.37453339,0.89796765,0.13967742,62,,0.01475298,0.15553712,229,0.03781659,2025-12-01,2026-01-31
45-54,female,"POST salcar de Interacción - Copia 2",not_delivering,ad,9010,26393,2.92930078,"7 días después del clic o 1 día después de la visualización",ThruPlay,24055,8.62,0.00035835,2025-12-18,2026-02-06,0.00757777,0.32660175,,,,0.00033987,91.14159057,2,4.31,2025-12-01,2026-01-31
45-54,male,"LISTA 12/12 - campaña de Interacción",not_delivering,ad,24633,30259,1.22839281,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1439,8.6,0.00597637,2025-12-15,2025-12-20,5.77679368,0.28421296,0.0062591,1374,,0.00597637,4.7556099,1748,0.00491991,2025-12-01,2026-01-31
18-24,female,"Lista 15/01 Arizon.ai - Ad Advantage +",not_delivering,ad,3498,9252,2.64493997,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",32,8.59,0.2684375,2026-01-15,2026-01-22,5.09079118,0.9284479,0.04825843,178,,0.00592414,0.34587116,471,0.01823779,2025-12-01,2026-01-31
55-64,female,"LISTA 12/12 - campaña de Interacción",not_delivering,ad,21522,25074,1.16504042,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1348,8.54,0.00633531,2025-12-15,2025-12-20,6.7001675,0.34059185,0.00654908,1304,,0.00633531,5.37608678,1680,0.00508333,2025-12-01,2026-01-31
65+,female,"Reel Redmi Note 15 Pro 5 G",not_delivering,ad,1033,2425,2.34753146,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",26,8.54,0.32846154,2026-01-15,2026-01-29,4.45360825,3.52164948,0.14474576,59,,0.00933333,1.07216495,108,0.07907407,2025-12-01,2026-01-31
45-54,male,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,34588,47051,1.36032728,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",1808,8.52,0.00471239,2026-01-04,2026-01-10,3.14977365,0.1810801,0.005699,1495,,0.00498829,3.84263884,1482,0.00574899,2025-12-01,2026-01-31
18-24,male,"IPHONE NARANJA- campaña de Interacción",not_delivering,ad,12188,20528,1.68427962,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",749,8.49,0.01133511,2025-11-22,"En curso",2.61106781,0.41358145,0.10746835,79,,0.01133511,3.64867498,536,0.01583955,2025-12-01,2026-01-31
18-24,male,"Reel Redmi Note 15 Pro 5 G",not_delivering,ad,4046,8288,2.04844291,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",25,8.46,0.3384,2026-01-15,2026-01-29,1.90637066,1.0207529,0.14338983,59,,0.00546512,0.30164093,158,0.0535443,2025-12-01,2026-01-31
25-34,male,"Infinix HOT 60 Pro+",active,ad,2970,4951,1.66700337,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",37,8.39,0.22675676,2026-01-27,2026-02-03,4.20117148,1.69460715,0.09988095,84,,0.00679903,0.74732377,208,0.04033654,2025-12-01,2026-01-31
35-44,female,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,10942,14059,1.28486566,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",901,8.35,0.00926748,2025-12-20,"En curso",4.24639021,0.5939256,0.01534926,544,,0.0141286,6.40870617,597,0.0139866,2025-12-01,2026-01-31
65+,male,"Publicación de Instagram: ⚠️ PRECIOS POR TIEMPO...",not_delivering,ad,7447,9714,1.30441789,"7 días después del clic o 1 día después de la visualización","Visitas al perfil de Instagram",742,8.34,0.01123989,2025-12-05,2025-12-11,7.45316039,0.85855466,0.0113624,734,,0.010399,7.63845995,724,0.01151934,2025-12-01,2026-01-31
18-24,male,"iPhone 17 Pro Max BLANCO - campaña de Interacción",not_delivering,ad,17135,29041,1.69483513,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1438,8.32,0.00578581,2026-01-04,2026-01-11,2.54467821,0.28649151,0.05583893,149,,0.00578581,4.95162012,739,0.01125846,2025-12-01,2026-01-31
